No,Name,Dex. No.,Type,HP,Atk,Def,Sp. Atk,Sp. Def,Spd,Total,Abilities,Banned,Viable,Mythical,Restricted,SWSH Dex,Forms,Tiering
730,Vullaby,629,Dark Flying,70,55,75,45,65,60,370,Big Pecks Overcoat Weak Armor,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 points
731,Mandibuzz,630,Dark Flying,110,65,105,55,95,80,510,Big Pecks Overcoat Weak Armor,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
732,Heatmor,631,Fire,85,97,66,105,66,65,484,Gluttony Flash Fire White Smoke,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
733,Durant,632,Bug Steel,58,109,112,48,48,109,484,Swarm Hustle Truant,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
734,Deino,633,Dark Dragon,52,65,50,45,50,38,300,Hustle,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
735,Zweilous,634,Dark Dragon,72,85,70,65,70,58,420,Hustle,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
736,Hydreigon,635,Dark Dragon,92,105,90,125,90,98,600,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,15 points
737,Larvesta,636,Bug Fire,55,85,55,50,55,60,360,Flame Body  Swarm,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
738,Volcarona,637,Bug Fire,85,60,65,135,105,100,550,Flame Body  Swarm,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
739,Cobalion,638,Steel Fighting,91,90,129,90,72,108,580,Justified,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
740,Terrakion,639,Rock Fighting,91,129,90,72,90,108,580,Justified,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,14 points
741,Virizion,640,Grass Fighting,91,90,72,90,129,108,580,Justified,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
742,Tornadus-Therian,641,Flying,79,100,80,110,90,121,580,Regenerator,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,17 points
743,Tornadus,641,Flying,79,115,70,125,80,111,580,Prankster  Defiant,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,
744,Thundurus,642,Electric Flying,79,115,70,125,80,111,580,Prankster  Defiant,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,
745,Thundurus-Therian,642,Electric Flying,79,105,70,145,80,101,580,Volt Absorb,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,12 points
746,Reshiram,643,Dragon Fire,100,120,100,150,120,90,680,Turboblaze,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
747,Zekrom,644,Dragon Electric,100,150,120,120,100,90,680,Teravolt,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
748,Landorus,645,Earth Flying,89,125,90,115,80,101,600,Sand Force  Sheer Force,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,
749,Landorus-Therian,645,Earth Flying,89,145,90,105,80,91,600,Intimidate,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,17 points
750,Kyurem-Black,646,Dragon Ice,125,170,100,120,90,95,700,Teravolt,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,17 points
751,Kyurem-White,646,Dragon Ice,125,120,90,170,100,95,700,Turboblaze,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,17 points
752,Kyurem,646,Dragon Ice,125,130,90,130,90,95,660,Pressure,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,15 points
753,Keldeo,647,Water Fighting,91,72,90,129,90,108,580,Justified,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,14 points
754,Meloetta-Pirouette,648,Normal Fighting,100,128,90,77,77,128,600,Serene Grace,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,
755,Meloetta,648,Normal Psychic,100,77,77,128,128,90,600,Serene Grace,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,8 points
756,Genesect,649,Bug Steel,71,120,95,120,95,99,600,Download,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,17 points
757,Chespin,650,Grass,56,61,65,48,45,38,313,Overgrow  Bulletproof,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
758,Quilladin,651,Grass,61,78,95,56,58,57,405,Overgrow  Bulletproof,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2 points
759,Chesnaught,652,Grass Fighting,88,107,122,74,75,64,530,Overgrow  Bulletproof,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8 points
760,Fennekin,653,Fire,40,45,40,62,60,60,307,Blaze  Magician,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
761,Braixen,654,Fire,59,59,58,90,70,73,409,Blaze  Magician,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
762,Delphox,655,Fire Psychic,75,69,72,114,100,104,534,Blaze  Magician,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6 points
763,Froakie,656,Water,41,56,40,62,44,71,314,Torrent  Protean,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
764,Frogadier,657,Water,54,63,52,83,56,97,405,Torrent  Protean,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 point
765,Greninja-Ash,658,Water Dark,72,145,67,153,71,132,640,Battle Bond,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
766,Greninja,658,Water Dark,72,95,67,103,71,122,530,Torrent Battle Bond Protean,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
767,Bunnelby,659,Normal,38,36,38,32,36,57,237,Pickup Cheek Pouch Huge Power,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
768,Diggersby,660,Normal Ground,85,56,77,50,77,78,423,Pickup Cheek Pouch Huge Power,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11 points
769,Fletchling,661,Normal Flying,45,50,43,40,38,62,278,Big Pecks  Gale Wings,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
770,Fletchinder,662,Fire Flying,62,73,55,56,52,84,382,Flame Body  Gale Wings,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
771,Talonflame,663,Fire Flying,78,81,71,74,69,126,499,Flame Body  Gale Wings,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
772,Scatterbug,664,Bug,38,35,40,27,25,35,200,Shield Dust Compound Eyes Friend Guard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
773,Spewpa,665,Bug,45,22,60,27,30,29,213,Shed Skin  Friend Guard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
774,Vivillon,666,Bug Flying,80,52,50,90,50,89,411,Shield Dust Compound Eyes Friend Guard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
775,Litleo,667,Fire Normal,62,50,58,73,54,72,369,Rivalry Unnerve Moxie,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
776,Pyroar,668,Fire Normal,86,68,72,109,66,106,507,Rivalry Unnerve Moxie,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
777,Flabebe,669,Fairy,44,38,39,61,79,42,303,Flower Veil  Symbiosis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
778,Floette,670,Fairy,54,45,47,75,98,52,371,Flower Veil  Symbiosis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
779,Florges,671,Fairy,78,65,68,112,154,75,552,Flower Veil  Symbiosis,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8 points
780,Skiddo,672,Grass,66,65,48,62,57,52,350,Sap Sipper  Grass Pelt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
781,Gogoat,673,Grass,123,100,62,97,81,68,531,Sap Sipper  Grass Pelt,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
782,Pancham,674,Fighting,67,82,62,46,48,43,348,Iron Fist Mold Breaker Scrappy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
783,Pangoro,675,Fighting Dark,95,124,78,69,71,58,495,Iron Fist Mold Breaker Scrappy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
784,Furfrou,676,Normal,75,80,60,65,90,102,472,Fur Coat,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
785,Espurr,677,Psychic,62,48,54,63,60,68,355,Keen Eye Infiltrator Own Tempo,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
786,Meowstic (Female),678,Psychic,74,48,76,83,81,104,466,Keen Eye Infiltrator Competitive,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
787,Meowstic (Male),678,Psychic,74,48,76,83,81,104,466,Keen Eye Infiltrator Prankster,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
788,Honedge,679,Steel Ghost,45,80,100,35,37,28,325,No Guard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
789,Doublade,680,Steel Ghost,59,110,150,45,49,35,448,No Guard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5 points
790,Aegislash,681,Steel Ghost,60,50,150,50,150,60,520,Stance Change,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,16 points
791,Spritzee,682,Fairy,78,52,60,63,65,23,341,Healer  Aroma Veil,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
792,Aromatisse,683,Fairy,101,72,72,99,89,29,462,Healer  Aroma Veil,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
793,Swirlix,684,Fairy,62,48,66,59,57,49,341,Sweet Veil  Unburden,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
794,Slurpuff,685,Fairy,82,80,86,85,75,72,480,Sweet Veil  Unburden,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
795,Inkay,686,Dark Psychic,53,54,53,37,46,45,288,Contrary Suction Cups Infiltrator,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
796,Malamar,687,Dark Psychic,86,92,88,68,75,73,482,Contrary Suction Cups Infiltrator,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
797,Binacle,688,Rock Water,42,52,67,39,56,50,306,Sniper Tough Claws Pickpocket,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
798,Barbaracle,689,Rock Water,72,105,115,54,86,68,500,Sniper Tough Claws Pickpocket,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
799,Skrelp,690,Poison Water,50,60,60,60,60,30,320,Poison Point Poison Touch Adaptability,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
800,Dragalge,691,Poison Dragon,65,75,90,97,123,44,494,Poison Point Poison Touch Adaptability,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
801,Clauncher,692,Water,50,53,62,58,63,44,330,Mega Launcher,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
802,Clawitzer,693,Water,71,73,88,120,89,59,500,Mega Launcher,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
803,Helioptile,694,Electric Normal,44,38,33,61,43,70,289,Dry Skin Sand Veil Solar Power,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
804,Heliolisk,695,Electric Normal,62,55,52,109,94,109,481,Dry Skin Sand Veil Solar Power,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
805,Tyrunt,696,Rock Dragon,58,89,77,45,45,48,362,Strong Jaw  Sturdy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
806,Tyrantrum,697,Rock Dragon,82,121,119,69,59,71,521,Strong Jaw  Rock Head,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
807,Amaura,698,Rock Ice,77,59,50,67,63,46,362,Refrigerate  Snow Warning,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
808,Aurorus,699,Rock Ice,123,77,72,99,92,58,521,Refrigerate  Snow Warning,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
809,Sylveon,700,Fairy,95,65,65,110,130,60,525,Cute Charm  Pixilate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
810,Hawlucha,701,Fighting Flying,78,92,75,74,63,118,500,Limber Unburden Mold Breaker,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,14 points
811,Dedenne,702,Electric Fairy,67,58,57,81,67,101,431,Cheek Pouch Pickup Plus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
812,Carbink,703,Rock Fairy,50,50,150,50,150,50,500,Clear Body  Sturdy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
813,Goomy,704,Dragon,45,50,35,55,75,40,300,Sap Sipper Hydration Gooey,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
814,Sliggoo,705,Dragon,68,75,53,83,113,60,452,Sap Sipper Hydration Gooey,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
815,Goodra,706,Dragon,90,100,70,110,150,80,600,Sap Sipper Hydration Gooey,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10 points
816,Klefki,707,Steel Fairy,57,80,91,80,87,75,470,Prankster  Magician,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
817,Phantump,708,Ghost Grass,43,70,48,50,60,38,309,Natural Cure Frisk Harvest,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
818,Trevenant,709,Ghost Grass,85,110,76,65,82,56,474,Natural Cure Frisk Harvest,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
819,Pumpkaboo-Average,710,Ghost Grass,49,66,70,44,55,51,335,Pickup Frisk Insomnia,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
820,Pumpkaboo-Large,710,Ghost Grass,54,66,70,44,55,46,335,Pickup Frisk Insomnia,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
821,Pumpkaboo-Small,710,Ghost Grass,44,66,70,44,55,56,335,Pickup Frisk Insomnia,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
822,Pumpkaboo-Super,710,Ghost Grass,59,66,70,44,55,41,335,Pickup Frisk Insomnia,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,
823,Gourgeist-Small,711,Ghost Grass,55,85,122,58,75,99,494,Pickup Frisk Insomnia,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
824,Gourgeist-Average,711,Ghost Grass,65,90,122,58,75,84,494,Pickup Frisk Insomnia,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
825,Gourgeist-Large,711,Ghost Grass,75,95,122,58,75,69,494,Pickup Frisk Insomnia,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
826,Gourgeist-Super,711,Ghost Grass,85,100,122,58,75,54,494,Pickup Frisk Insomnia,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
827,Bergmite,712,Ice,55,69,85,32,35,28,304,Own Tempo Ice Body Sturdy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
828,Avalugg,713,Ice,95,117,184,44,46,28,514,Own Tempo Ice Body Sturdy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
829,Noibat,714,Flying Dragon,40,30,35,45,40,55,245,Frisk Infiltrator Telepathy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
830,Noivern,715,Flying Dragon,85,70,80,97,80,123,535,Frisk Infiltrator Telepathy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10 points
831,Xerneas,716,Fairy,126,131,95,131,98,99,680,Fairy Aura,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
832,Yveltal,717,Dark Flying,126,131,95,131,98,99,680,Dark Aura,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
833,Zygarde-Complete,718,Dragon Ground,216,100,121,91,95,85,708,Power Construct,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,17 points
834,Zygarde-50%,718,Dragon Ground,108,100,121,81,95,95,600,Aura Break  Power Construct,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,
835,Zygarde-10%,718,Dragon Ground,54,100,71,61,85,115,486,Aura Break  Power Construct,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,
836,Diancie,719,Rock Fairy,50,100,150,100,150,50,600,Clear Body,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7 points
837,Diancie-Mega,719,Rock Fairy,50,160,110,160,110,110,700,Magic Bounce,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
838,Hoopa-Unbound,720,Psychic Dark,80,160,60,170,130,80,680,Magician,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,13 points
839,Hoopa,720,Psychic Ghost,80,110,60,150,130,70,600,Magician,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6 points
840,Volcanion,721,Fire Water,80,110,120,130,90,70,600,Water Absorb,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10 points
841,Rowlet,722,Grass Flying,68,55,55,50,50,42,320,Overgrow  Long Reach,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
842,Dartrix,723,Grass Flying,78,75,75,70,70,52,420,Overgrow  Long Reach,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
843,Decidueye,724,Grass Ghost,78,107,75,100,100,70,530,Overgrow  Long Reach,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
844,Litten,725,Fire,45,65,40,60,40,70,320,Blaze  Intimidate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
845,Torracat,726,Fire,65,85,50,80,50,90,420,Blaze  Intimidate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
846,Incineroar,727,Fire Dark,95,115,90,80,90,60,530,Blaze  Intimidate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
847,Popplio,728,Water,50,54,54,66,56,40,320,Torrent  Liquid Voice,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
848,Brionne,729,Water,60,69,69,91,81,50,420,Torrent  Liquid Voice,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
849,Primarina,730,Water Fairy,80,74,74,126,116,60,530,Torrent  Liquid Voice,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11 points
850,Pikipek,731,Normal Flying,35,75,30,30,30,65,265,Keen Eye Skill Link Pickup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
851,Trumbeak,732,Normal Flying,55,85,50,40,50,75,355,Keen Eye Skill Link Pickup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
852,Toucannon,733,Normal Flying,80,120,75,75,75,60,485,Keen Eye Skill Link Sheer Force,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
853,Yungoos,734,Normal,48,70,30,30,30,45,253,Stakeout Strong Jaw Adaptability,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
854,Gumshoos,735,Normal,88,110,60,55,60,45,418,Stakeout Strong Jaw Adaptability,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
855,Grubbin,736,Bug,47,62,45,55,45,46,300,Swarm,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
856,Charjabug,737,Bug Electric,57,82,95,55,75,36,400,Battery,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
857,Vikavolt,738,Bug Electric,77,70,90,145,75,43,500,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
858,Crabrawler,739,Fighting,47,82,57,42,47,63,338,Hyper Cutter Iron Fist Anger Point,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
859,Crabominable,740,Fighting Ice,97,132,77,62,67,43,478,Hyper Cutter Iron Fist Anger Point,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
860,Oricorio-Baile,741,Fire Flying,75,70,70,98,70,93,476,Dancer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
861,Oricorio-Pa'u,741,Psychic Flying,75,70,70,98,70,93,476,Dancer,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,
862,Oricorio-Pom-Pom,741,Electric Flying,75,70,70,98,70,93,476,Dancer,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,
863,Oricorio-Sensu,741,Ghost Flying,75,70,70,98,70,93,476,Dancer,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,
864,Cutiefly,742,Bug Fairy,40,45,40,55,40,84,304,Honey Gather Shield Dust Sweet Veil,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
865,Ribombee,743,Bug Fairy,60,55,60,95,70,124,464,Honey Gather Shield Dust Sweet Veil,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
866,Rockruff,744,Rock,45,65,40,30,40,60,280,Keen Eye Vital Spirit Steadfast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
867,Lycanroc-Midday,745,Rock,75,115,65,55,65,112,487,Keen Eye Vital Spirit Steadfast,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
868,Lycanroc-Dusk,745,Rock,75,117,65,55,65,110,487,Tough Claws,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,11 points
869,Lycanroc-Midnight,745,Rock,85,115,75,55,75,82,487,Keen Eye Vital Spirit No Guard,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2 points
870,Wishiwashi-School,746,Water,45,140,130,140,135,30,620,Schooling,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,
871,Wishiwashi,746,Water,45,20,20,25,25,40,175,Schooling,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2 points
872,Mareanie,747,Poison Water,50,53,62,43,52,45,305,Merciless Limber Regenerator,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
873,Toxapex,748,Poison Water,50,63,152,53,142,35,495,Merciless Limber Regenerator,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
874,Mudbray,749,Ground,70,100,70,45,55,45,385,Own Tempo Stamina Inner Focus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
875,Mudsdale,750,Ground,100,125,100,55,85,35,500,Own Tempo Stamina Inner Focus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
876,Dewpider,751,Water Bug,38,40,52,40,72,27,269,Water Bubble  Water Absorb,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
877,Araquanid,752,Water Bug,68,70,92,50,132,42,454,Water Bubble  Water Absorb,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
878,Fomantis,753,Grass,40,55,35,50,35,35,250,Leaf Guard  Contrary,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
879,Lurantis,754,Grass,70,105,90,80,90,45,480,Leaf Guard  Contrary,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
880,Morelull,755,Grass Fairy,40,35,55,65,75,15,285,Illuminate Effect Spore Rain Dish,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
881,Shiinotic,756,Grass Fairy,60,45,80,90,100,30,405,Illuminate Effect Spore Rain Dish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
882,Salandit,757,Poison Fire,48,44,40,71,40,77,320,Corrosion  Oblivious,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
883,Salazzle,758,Poison Fire,68,64,60,111,60,117,480,Corrosion  Oblivious,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
884,Stufful,759,Normal Fighting,70,75,50,45,50,50,340,Fluffy Klutz Cute Charm,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
885,Bewear,760,Normal Fighting,120,125,80,55,60,60,500,Fluffy Klutz Unnerve,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
886,Bounsweet,761,Grass,42,30,38,30,38,32,210,Leaf Guard Oblivious Sweet Veil,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
887,Steenee,762,Grass,52,40,48,40,48,62,290,Leaf Guard Oblivious Sweet Veil,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
888,Tsareena,763,Grass,72,120,98,50,98,72,510,Leaf Guard Queenly Majesty Sweet Veil,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
889,Comfey,764,Fairy,51,52,90,82,110,100,485,Flower Veil Triage Natural Cure,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
890,Oranguru,765,Normal Psychic,90,60,80,90,110,60,490,Inner Focus Telepathy Symbiosis,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
891,Passimian,766,Fighting,100,120,90,40,60,80,490,Receiver  Defiant,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
892,Wimpod,767,Bug Water,25,35,40,20,30,80,230,Wimp Out,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
893,Golisopod,768,Bug Water,75,125,140,60,90,40,530,Emergency Exit,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
894,Sandygast,769,Ghost Ground,55,55,80,70,45,15,320,Water Compaction  Sand Veil,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
895,Palossand,770,Ghost Ground,85,75,110,100,75,35,480,Water Compaction  Sand Veil,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
896,Pyukumuku,771,Water,55,60,130,30,130,5,410,Innards Out  Unaware,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
897,Type: Null,772,Normal,95,95,95,95,95,59,534,Battle Armor,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5 points
898,Silvally,773,Normal,95,95,95,95,95,95,570,RKS System,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
899,Minior-Core,774,Rock Flying,60,100,60,100,60,120,500,Shields Down,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,
900,Minior,774,Rock Flying,60,60,100,60,100,60,440,Shields Down,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5 points
901,Komala,775,Normal,65,115,65,75,95,65,480,Comatose,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3 points
902,Turtonator,776,Fire Dragon,60,78,135,91,85,36,485,Shell Armor,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
903,Togedemaru,777,Electric Steel,65,98,63,40,73,96,435,Iron Barbs Lightning Rod Sturdy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
904,Mimikyu,778,Ghost Fairy,55,90,80,50,105,96,476,Disguise,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
905,Bruxish,779,Water Psychic,68,105,70,70,70,92,475,Dazzling Strong Jaw Wonder Skin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4 points
906,Drampa,780,Normal Dragon,78,60,85,135,91,36,485,Berserk Sap Sipper Cloud Nine,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4 points
907,Dhelmise,781,Ghost Grass,70,131,100,86,90,40,517,Steelworker,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
908,Jangmo-o,782,Dragon,45,55,65,45,45,45,300,Bulletproof Soundproof Overcoat,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
909,Hakamo-o,783,Dragon Fighting,55,75,90,65,70,65,420,Bulletproof Soundproof Overcoat,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
910,Kommo-o,784,Dragon Fighting,75,110,125,100,105,85,600,Bulletproof Soundproof Overcoat,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
911,Tapu Koko,785,Electric Fairy,70,115,85,95,75,130,570,Electric Surge  Telepathy,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,17 points
912,Tapu Lele,786,Psychic Fairy,70,85,75,130,115,95,570,Psychic Surge  Telepathy,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16 points
